rva	klass	shape	arg_type	subsystem	size	reason
0059b0e0	MANUAL	-	-	third-party-library[qhull-2002.1-continuation]	66	no-clean-ret (multi-exit/tail)
0059b280	STATE	-	-	third-party-library[qhull-2002.1-continuation]	213	STATE: reads live global / derefs arg → needs booted game
0059b360	STATE	-	-	third-party-library[qhull-2002.1-continuation]	117	STATE: reads live global / derefs arg → needs booted game
0059b3e0	STATE	-	-	third-party-library[qhull-2002.1-continuation]	117	STATE: reads live global / derefs arg → needs booted game
0059b460	STATE	-	-	third-party-library[qhull-2002.1]	623	STATE: reads live global / derefs arg → needs booted game
0059b6d0	STATE	-	-	third-party-library[qhull-2002.1]	215	STATE: reads live global / derefs arg → needs booted game
0059b7b0	STATE	-	-	third-party-library[qhull-2002.1]	488	STATE: reads live global / derefs arg → needs booted game
0059b9a0	STATE	-	-	third-party-library[qhull-2002.1]	263	STATE: reads live global / derefs arg → needs booted game
0059bab0	STATE	-	-	third-party-library[qhull-2002.1]	365	STATE: reads live global / derefs arg → needs booted game
0059bc20	MANUAL	-	-	third-party-library[qhull-2002.1]	41	no-clean-ret (multi-exit/tail)
0059bd30	STATE	-	-	third-party-library[qhull-2002.1]	98	STATE: reads live global / derefs arg → needs booted game
0059bda0	STATE	-	-	third-party-library[qhull-2002.1]	1019	STATE: reads live global / derefs arg → needs booted game
0059c1a0	STATE	-	-	third-party-library[qhull-2002.1]	715	STATE: reads live global / derefs arg → needs booted game
0059c470	STATE	-	-	third-party-library[qhull-2002.1]	887	STATE: reads live global / derefs arg → needs booted game
0059c7f0	STATE	-	-	third-party-library[qhull-2002.1]	775	STATE: reads live global / derefs arg → needs booted game
0059cb00	STATE	-	-	third-party-library[qhull-2002.1]	185	STATE: reads live global / derefs arg → needs booted game
0059cbc0	STATE	-	-	third-party-library[qhull-2002.1]	222	STATE: reads live global / derefs arg → needs booted game
0059cca0	STATE	-	-	third-party-library[qhull-2002.1]	203	STATE: reads live global / derefs arg → needs booted game
0059cd70	STATE	-	-	third-party-library[qhull-2002.1]	108	STATE: reads live global / derefs arg → needs booted game
0059cde0	STATE	-	-	third-party-library[qhull-2002.1]	127	STATE: reads live global / derefs arg → needs booted game
0059ce60	STATE	-	-	third-party-library[qhull-2002.1]	107	STATE: reads live global / derefs arg → needs booted game
0059ced0	STATE	-	-	third-party-library[qhull-2002.1]	760	STATE: reads live global / derefs arg → needs booted game
0059d1d0	STATE	-	-	third-party-library[qhull-2002.1]	550	STATE: reads live global / derefs arg → needs booted game
0059d400	STATE	-	-	third-party-library[qhull-2002.1]	686	STATE: reads live global / derefs arg → needs booted game
0059d6b0	STATE	-	-	third-party-library[qhull-2002.1]	1482	STATE: reads live global / derefs arg → needs booted game
0059dc80	STATE	-	-	third-party-library[qhull-2002.1]	202	STATE: reads live global / derefs arg → needs booted game
0059dd80	STATE	-	-	third-party-library[qhull-2002.1]	464	STATE: reads live global / derefs arg → needs booted game
0059df50	STATE	-	-	third-party-library[qhull-2002.1]	652	STATE: reads live global / derefs arg → needs booted game
0059e1e0	STATE	-	-	third-party-library[qhull-2002.1]	165	STATE: reads live global / derefs arg → needs booted game
0059e290	STATE	-	-	third-party-library[qhull-2002.1]	616	STATE: reads live global / derefs arg → needs booted game
0059e500	STATE	-	-	third-party-library[qhull-2002.1]	453	STATE: reads live global / derefs arg → needs booted game
0059e740	STATE	-	-	third-party-library[qhull-2002.1]	945	STATE: reads live global / derefs arg → needs booted game
0059eb00	STATE	-	-	third-party-library[qhull-2002.1]	286	STATE: reads live global / derefs arg → needs booted game
0059ec20	MANUAL	-	-	third-party-library[qhull-2002.1]	228	no-clean-ret (multi-exit/tail)
0059f5d0	MANUAL	-	-	third-party-library[qhull-2002.1]	99	no-clean-ret (multi-exit/tail)
005a5020	STATE	-	-	third-party-library[qhull-2002.1]	662	STATE: reads live global / derefs arg → needs booted game
005a52c0	STATE	-	-	third-party-library[qhull-2002.1]	1045	STATE: reads live global / derefs arg → needs booted game
005a56e0	STATE	-	-	third-party-library[qhull-2002.1]	176	STATE: reads live global / derefs arg → needs booted game
005a5820	STATE	-	-	third-party-library[qhull-2002.1]	227	STATE: reads live global / derefs arg → needs booted game
005a5910	STATE	-	-	audio	62	STATE: reads live global / derefs arg → needs booted game
005a5b30	STATE	-	-	audio	114	STATE: reads live global / derefs arg → needs booted game
005a5d60	STATE	-	-	audio	42	STATE: reads live global / derefs arg → needs booted game
005a5d90	STATE	-	-	audio	187	STATE: reads live global / derefs arg → needs booted game
005a5f00	STATE	-	-	audio	87	STATE: reads live global / derefs arg → needs booted game
005a5f60	STATE	-	-	audio	109	STATE: reads live global / derefs arg → needs booted game
005a6030	STATE	-	-	audio	58	STATE: reads live global / derefs arg → needs booted game
005a6070	STATE	-	-	audio	52	STATE: reads live global / derefs arg → needs booted game
005a60b0	MANUAL	-	-	audio	36	no-clean-ret (multi-exit/tail)
005a60e0	STATE	-	-	audio	38	STATE: reads live global / derefs arg → needs booted game
005a6110	MANUAL	-	-	audio	62	MANUAL: unrecognized leaf shape
005a6150	MANUAL	-	-	audio	62	MANUAL: unrecognized leaf shape
005a61b0	MANUAL	-	-	audio	34	no-clean-ret (multi-exit/tail)
005a6280	MANUAL	-	-	audio	39	MANUAL: unrecognized leaf shape
005a62b0	STATE	-	-	audio	137	STATE: reads live global / derefs arg → needs booted game
005a6340	STATE	-	-	audio	604	STATE: reads live global / derefs arg → needs booted game
005a65a0	STATE	-	-	audio	43	STATE: reads live global / derefs arg → needs booted game
005a65d0	STATE	-	-	audio	112	STATE: reads live global / derefs arg → needs booted game
005a6670	MANUAL	-	-	audio	75	MANUAL: unrecognized leaf shape
005a66d0	MANUAL	-	-	audio	62	no-clean-ret (multi-exit/tail)
005a6710	STATE	-	-	audio	86	STATE: reads live global / derefs arg → needs booted game
005a6b70	STATE	-	-	audio	233	STATE: reads live global / derefs arg → needs booted game
005a6c60	STATE	-	-	audio	45	STATE: reads live global / derefs arg → needs booted game
005a6c90	STATE	-	-	audio	25	STATE: reads live global / derefs arg → needs booted game
005a6cb0	STATE	-	-	audio	176	STATE: reads live global / derefs arg → needs booted game
005a6d60	STATE	-	-	audio	48	STATE: reads live global / derefs arg → needs booted game
005a6d90	STATE	-	-	audio	47	STATE: reads live global / derefs arg → needs booted game
005a6dc0	MANUAL	-	-	audio	34	MANUAL: unrecognized leaf shape
005a6df0	MANUAL	-	-	audio	18	no-clean-ret (multi-exit/tail)
005a6e10	STATE	-	-	audio	50	STATE: reads live global / derefs arg → needs booted game
005a6ea0	STATE	-	-	audio	129	STATE: reads live global / derefs arg → needs booted game
005a6f30	STATE	-	-	audio	690	STATE: reads live global / derefs arg → needs booted game
005a71f0	STATE	-	-	audio	428	STATE: reads live global / derefs arg → needs booted game
005a73b0	STATE	-	-	audio	108	STATE: reads live global / derefs arg → needs booted game
005a7460	STATE	-	-	audio	185	STATE: reads live global / derefs arg → needs booted game
005a7520	STATE	-	-	audio	61	STATE: reads live global / derefs arg → needs booted game
005a7560	STATE	-	-	audio	78	STATE: reads live global / derefs arg → needs booted game
005a75b0	STATE	-	-	audio	593	STATE: reads live global / derefs arg → needs booted game
005a7920	STATE	-	-	audio	118	STATE: reads live global / derefs arg → needs booted game
005a79a0	STATE	-	-	audio	156	STATE: reads live global / derefs arg → needs booted game
005a7a40	MANUAL	-	-	audio	31	MANUAL: unrecognized leaf shape
005a7aa0	STATE	-	-	audio	67	STATE: reads live global / derefs arg → needs booted game
005a7b00	MANUAL	-	-	audio	51	MANUAL: unrecognized leaf shape
005a7b60	STATE	-	-	audio	770	STATE: reads live global / derefs arg → needs booted game
005a7e70	STATE	-	-	audio	46	STATE: reads live global / derefs arg → needs booted game
005a7ea0	MANUAL	-	-	audio	52	MANUAL: unrecognized leaf shape
005a7ee0	STATE	-	-	audio	135	STATE: reads live global / derefs arg → needs booted game
005a7f70	MANUAL	-	-	audio	39	MANUAL: unrecognized leaf shape
005a8060	STATE	-	-	audio	744	STATE: reads live global / derefs arg → needs booted game
005a8390	STATE	-	-	audio	195	STATE: reads live global / derefs arg → needs booted game
005a8560	STATE	-	-	audio	215	STATE: reads live global / derefs arg → needs booted game
005a86a0	STATE	-	-	audio	176	STATE: reads live global / derefs arg → needs booted game
005a8750	STATE	-	-	audio	250	STATE: reads live global / derefs arg → needs booted game
005a8890	STATE	-	-	audio	207	STATE: reads live global / derefs arg → needs booted game
005a89d0	STATE	-	-	audio	76	STATE: reads live global / derefs arg → needs booted game
005a8e70	MANUAL	-	-	audio	33	MANUAL: unrecognized leaf shape
005a8f30	STATE	-	-	audio	589	STATE: reads live global / derefs arg → needs booted game
005a9280	STATE	-	-	audio	1036	STATE: reads live global / derefs arg → needs booted game
005a9ab0	STATE	-	-	audio	297	STATE: reads live global / derefs arg → needs booted game
005a9be0	MANUAL	-	-	audio	98	MANUAL: unrecognized leaf shape
005a9c50	STATE	-	-	audio	171	STATE: reads live global / derefs arg → needs booted game
005a9d00	STATE	-	-	audio	211	STATE: reads live global / derefs arg → needs booted game
005a9de0	STATE	-	-	audio	39	STATE: reads live global / derefs arg → needs booted game
005a9e60	MANUAL	-	-	audio	161	MANUAL: unrecognized leaf shape
005a9f10	MANUAL	-	-	audio	31	no-clean-ret (multi-exit/tail)
005a9f60	STATE	-	-	audio	138	STATE: reads live global / derefs arg → needs booted game
005a9ff0	MANUAL	-	-	audio	58	MANUAL: unrecognized leaf shape
005aa060	STATE	-	-	audio	82	STATE: reads live global / derefs arg → needs booted game
005aa200	STATE	-	-	audio	290	STATE: reads live global / derefs arg → needs booted game
005aa330	STATE	-	-	audio	151	STATE: reads live global / derefs arg → needs booted game
005aa3d0	STATE	-	-	audio	163	STATE: reads live global / derefs arg → needs booted game
005aa560	STATE	-	-	audio	568	STATE: reads live global / derefs arg → needs booted game
005aa7a0	STATE	-	-	audio	60	STATE: reads live global / derefs arg → needs booted game
005aa7e0	STATE	-	-	audio	177	STATE: reads live global / derefs arg → needs booted game
005aa900	STATE	-	-	audio	192	STATE: reads live global / derefs arg → needs booted game
005aaa00	STATE	-	-	audio	151	STATE: reads live global / derefs arg → needs booted game
005aaac0	STATE	-	-	audio	53	STATE: reads live global / derefs arg → needs booted game
005aab00	STATE	-	-	audio	97	STATE: reads live global / derefs arg → needs booted game
005aab70	STATE	-	-	audio	97	STATE: reads live global / derefs arg → needs booted game
005aabe0	MANUAL	-	-	audio	24	MANUAL: unrecognized leaf shape
005aac20	STATE	-	-	audio	194	STATE: reads live global / derefs arg → needs booted game
005aacf0	STATE	-	-	audio	66	STATE: reads live global / derefs arg → needs booted game
005aadc0	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005aaff0	STATE	-	-	audio	21	STATE: reads live global / derefs arg → needs booted game
005ab010	STATE	-	-	audio	39	STATE: reads live global / derefs arg → needs booted game
005ab040	MANUAL	-	-	util	41	no-clean-ret (multi-exit/tail)
005ab090	STATE	-	-	audio	106	STATE: reads live global / derefs arg → needs booted game
005ab150	MANUAL	-	-	audio	36	no-clean-ret (multi-exit/tail)
005ab180	MANUAL	-	-	audio	5	no-clean-ret (multi-exit/tail)
005ab190	MANUAL	-	-	audio	42	no-clean-ret (multi-exit/tail)
005ab1c0	STATE	-	-	audio	56	STATE: reads live global / derefs arg → needs booted game
005ab2f0	STATE	-	-	audio	71	STATE: reads live global / derefs arg → needs booted game
005ab340	STATE	-	-	audio	48	STATE: reads live global / derefs arg → needs booted game
005ab560	STATE	-	-	audio	185	STATE: reads live global / derefs arg → needs booted game
005ab620	STATE	-	-	audio	233	STATE: reads live global / derefs arg → needs booted game
005ab710	STATE	-	-	audio	617	STATE: reads live global / derefs arg → needs booted game
005aba20	STATE	-	-	audio	642	STATE: reads live global / derefs arg → needs booted game
005abcf0	STATE	-	-	audio	62	STATE: reads live global / derefs arg → needs booted game
005abd30	STATE	-	-	audio	255	STATE: reads live global / derefs arg → needs booted game
005abe30	STATE	-	-	audio	328	STATE: reads live global / derefs arg → needs booted game
005ac210	STATE	-	-	audio	804	STATE: reads live global / derefs arg → needs booted game
005ac650	STATE	-	-	audio	240	STATE: reads live global / derefs arg → needs booted game
005ac7e0	STATE	-	-	audio	148	STATE: reads live global / derefs arg → needs booted game
005ac880	STATE	-	-	audio	125	STATE: reads live global / derefs arg → needs booted game
005aca40	MANUAL	-	-	audio	58	MANUAL: unrecognized leaf shape
005acaa0	STATE	-	-	audio	610	STATE: reads live global / derefs arg → needs booted game
005acda0	MANUAL	-	-	audio	202	MANUAL: unrecognized leaf shape
005ace70	MANUAL	-	-	audio	374	MANUAL: unrecognized leaf shape
005ad080	MANUAL	-	-	audio	44	MANUAL: unrecognized leaf shape
005ad0b0	STATE	-	-	audio	545	STATE: reads live global / derefs arg → needs booted game
005ad2e0	STATE	-	-	audio	58	STATE: reads live global / derefs arg → needs booted game
005ad320	STATE	-	-	audio	251	STATE: reads live global / derefs arg → needs booted game
005ad420	STATE	-	-	audio	287	STATE: reads live global / derefs arg → needs booted game
005ad570	STATE	-	-	audio	121	STATE: reads live global / derefs arg → needs booted game
005ad5f0	STATE	-	-	audio	163	STATE: reads live global / derefs arg → needs booted game
005ad6a0	STATE	-	-	audio	67	STATE: reads live global / derefs arg → needs booted game
005ad6f0	STATE	-	-	audio	55	STATE: reads live global / derefs arg → needs booted game
005ad730	MANUAL	-	-	audio	55	no-clean-ret (multi-exit/tail)
005ad770	MANUAL	-	-	audio	307	MANUAL: unrecognized leaf shape
005ad8b0	STATE	-	-	audio	25	STATE: reads live global / derefs arg → needs booted game
005ad8d0	MANUAL	-	-	audio	53	MANUAL: unrecognized leaf shape
005ad910	STATE	-	-	audio	97	STATE: reads live global / derefs arg → needs booted game
005ad980	STATE	-	-	audio	80	STATE: reads live global / derefs arg → needs booted game
005ad9d0	STATE	-	-	audio	98	STATE: reads live global / derefs arg → needs booted game
005ada40	MANUAL	-	-	audio	80	MANUAL: unrecognized leaf shape
005adbe0	MANUAL	-	-	audio	46	MANUAL: unrecognized leaf shape
005adc10	STATE	-	-	audio	321	STATE: reads live global / derefs arg → needs booted game
005add60	MANUAL	-	-	audio	22	MANUAL: unrecognized leaf shape
005adef0	MANUAL	-	-	audio	53	MANUAL: unrecognized leaf shape
005adf60	MANUAL	-	-	audio	34	no-clean-ret (multi-exit/tail)
005ae250	STATE	-	-	audio	162	STATE: reads live global / derefs arg → needs booted game
005ae300	STATE	-	-	audio	43	STATE: reads live global / derefs arg → needs booted game
005ae330	STATE	-	-	audio	75	STATE: reads live global / derefs arg → needs booted game
005ae380	STATE	-	-	audio	24	STATE: reads live global / derefs arg → needs booted game
005ae3a0	MANUAL	-	-	audio	93	MANUAL: unrecognized leaf shape
005ae400	STATE	-	-	audio	110	STATE: reads live global / derefs arg → needs booted game
005ae470	STATE	-	-	audio	55	STATE: reads live global / derefs arg → needs booted game
005ae4b0	MANUAL	-	-	audio	5	no-clean-ret (multi-exit/tail)
005ae7e0	MANUAL	-	-	audio	30	no-clean-ret (multi-exit/tail)
005aea00	MANUAL	-	-	audio	12	no-clean-ret (multi-exit/tail)
005aea50	MANUAL	-	-	audio	11	no-clean-ret (multi-exit/tail)
005aea60	STATE	-	-	audio	111	STATE: reads live global / derefs arg → needs booted game
005aeaf0	MANUAL	-	-	audio	49	MANUAL: unrecognized leaf shape
005aeb30	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005aeb80	MANUAL	-	-	audio	14	MANUAL: unrecognized leaf shape
005aed20	STATE	-	-	audio	119	STATE: reads live global / derefs arg → needs booted game
005aeed0	STATE	-	-	audio	33	STATE: reads live global / derefs arg → needs booted game
005aef30	MANUAL	-	-	audio	56	MANUAL: unrecognized leaf shape
005aefc0	STATE	-	-	audio	71	STATE: reads live global / derefs arg → needs booted game
005af010	STATE	-	-	audio	46	STATE: reads live global / derefs arg → needs booted game
005af040	STATE	-	-	audio	42	STATE: reads live global / derefs arg → needs booted game
005af070	STATE	-	-	audio	207	STATE: reads live global / derefs arg → needs booted game
005af170	MANUAL	-	-	audio	12	MANUAL: unrecognized leaf shape
005af180	STATE	-	-	audio	120	STATE: reads live global / derefs arg → needs booted game
005af200	STATE	-	-	audio	35	STATE: reads live global / derefs arg → needs booted game
005af230	STATE	-	-	audio	47	STATE: reads live global / derefs arg → needs booted game
005af260	MANUAL	-	-	audio	56	MANUAL: unrecognized leaf shape
005af2d0	MANUAL	-	-	audio	47	MANUAL: unrecognized leaf shape
005af300	MANUAL	-	-	audio	30	no-clean-ret (multi-exit/tail)
005af430	MANUAL	-	-	audio	22	no-clean-ret (multi-exit/tail)
005af470	MANUAL	-	-	audio	24	no-clean-ret (multi-exit/tail)
005af510	MANUAL	-	-	audio	236	MANUAL: unrecognized leaf shape
005af600	STATE	-	-	audio	109	STATE: reads live global / derefs arg → needs booted game
005af690	STATE	-	-	audio	97	STATE: reads live global / derefs arg → needs booted game
005af740	STATE	-	-	audio	63	STATE: reads live global / derefs arg → needs booted game
005af7a0	STATE	-	-	audio	37	STATE: reads live global / derefs arg → needs booted game
005af7d0	STATE	-	-	audio	140	STATE: reads live global / derefs arg → needs booted game
005af860	STATE	-	-	audio	129	STATE: reads live global / derefs arg → needs booted game
005af8f0	STATE	-	-	audio	268	STATE: reads live global / derefs arg → needs booted game
005afa00	STATE	-	-	audio	751	STATE: reads live global / derefs arg → needs booted game
005afcf0	STATE	-	-	audio	1635	STATE: reads live global / derefs arg → needs booted game
005b0360	STATE	-	-	audio	121	STATE: reads live global / derefs arg → needs booted game
005b03e0	STATE	-	-	audio	199	STATE: reads live global / derefs arg → needs booted game
005b04b0	STATE	-	-	audio	584	STATE: reads live global / derefs arg → needs booted game
005b0740	STATE	-	-	audio	558	STATE: reads live global / derefs arg → needs booted game
005b0970	STATE	-	-	audio	77	STATE: reads live global / derefs arg → needs booted game
005b09c0	STATE	-	-	audio	161	STATE: reads live global / derefs arg → needs booted game
005b0a90	STATE	-	-	audio	115	STATE: reads live global / derefs arg → needs booted game
005b0b10	MANUAL	-	-	audio	34	no-clean-ret (multi-exit/tail)
005b0b40	MANUAL	-	-	audio	31	MANUAL: unrecognized leaf shape
005b0df0	STATE	-	-	audio	116	STATE: reads live global / derefs arg → needs booted game
005b0e70	STATE	-	-	audio	71	STATE: reads live global / derefs arg → needs booted game
005b0f40	STATE	-	-	audio	15	STATE: reads live global / derefs arg → needs booted game
005b1030	STATE	-	-	audio	65	STATE: reads live global / derefs arg → needs booted game
005b1080	STATE	-	-	audio	18	STATE: reads live global / derefs arg → needs booted game
005b10a0	STATE	-	-	audio	38	STATE: reads live global / derefs arg → needs booted game
005b10d0	MANUAL	-	-	audio	5	no-clean-ret (multi-exit/tail)
005b10e0	STATE	-	-	audio	38	STATE: reads live global / derefs arg → needs booted game
005b1110	MANUAL	-	-	audio	33	MANUAL: unrecognized leaf shape
005b1140	MANUAL	-	-	audio	29	MANUAL: unrecognized leaf shape
005b1160	STATE	-	-	audio	29	STATE: reads live global / derefs arg → needs booted game
005b11f0	STATE	-	-	audio	65	STATE: reads live global / derefs arg → needs booted game
005b1260	STATE	-	-	audio	663	STATE: reads live global / derefs arg → needs booted game
005b1500	STATE	-	-	audio	203	STATE: reads live global / derefs arg → needs booted game
005b15d0	MANUAL	-	-	audio	5	no-clean-ret (multi-exit/tail)
005b2080	STATE	-	-	audio	266	STATE: reads live global / derefs arg → needs booted game
005b2190	STATE	-	-	audio	139	STATE: reads live global / derefs arg → needs booted game
005b2220	MANUAL	-	-	audio	842	no-clean-ret (multi-exit/tail)
005b2820	STATE	-	-	audio	439	STATE: reads live global / derefs arg → needs booted game
005b29e0	STATE	-	-	audio	277	STATE: reads live global / derefs arg → needs booted game
005b2b00	STATE	-	-	audio	736	STATE: reads live global / derefs arg → needs booted game
005b2de0	MANUAL	-	-	audio	142	MANUAL: unrecognized leaf shape
005b3020	STATE	-	-	audio	177	STATE: reads live global / derefs arg → needs booted game
005b30e0	STATE	-	-	audio	540	STATE: reads live global / derefs arg → needs booted game
005b3300	STATE	-	-	audio	354	STATE: reads live global / derefs arg → needs booted game
005b34f0	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005b3540	MANUAL	-	-	audio	14	MANUAL: unrecognized leaf shape
005b3550	STATE	-	-	audio	39	STATE: reads live global / derefs arg → needs booted game
005b3620	STATE	-	-	audio	77	STATE: reads live global / derefs arg → needs booted game
005b36f0	STATE	-	-	audio	102	STATE: reads live global / derefs arg → needs booted game
005b3760	STATE	-	-	audio	668	STATE: reads live global / derefs arg → needs booted game
005b3a00	STATE	-	-	audio	291	STATE: reads live global / derefs arg → needs booted game
005b3b30	MANUAL	-	-	audio	38	MANUAL: unrecognized leaf shape
005b3b60	MANUAL	-	-	audio	28	MANUAL: unrecognized leaf shape
005b3b80	STATE	-	-	audio	726	STATE: reads live global / derefs arg → needs booted game
005b3e60	STATE	-	-	audio	500	STATE: reads live global / derefs arg → needs booted game
005b4150	STATE	-	-	audio	145	STATE: reads live global / derefs arg → needs booted game
005b41f0	MANUAL	-	-	audio	314	no-clean-ret (multi-exit/tail)
005b4850	STATE	-	-	audio	1405	STATE: reads live global / derefs arg → needs booted game
005b51d0	STATE	-	-	audio	476	STATE: reads live global / derefs arg → needs booted game
005b53b0	MANUAL	-	-	audio	1200	no-clean-ret (multi-exit/tail)
005b5860	STATE	-	-	audio	471	STATE: reads live global / derefs arg → needs booted game
005b5e00	STATE	-	-	audio	359	STATE: reads live global / derefs arg → needs booted game
005b5f70	STATE	-	-	audio	741	STATE: reads live global / derefs arg → needs booted game
005b6260	STATE	-	-	audio	211	STATE: reads live global / derefs arg → needs booted game
005b66c0	MANUAL	-	-	audio	73	MANUAL: unrecognized leaf shape
005b6710	STATE	-	-	audio	79	STATE: reads live global / derefs arg → needs booted game
005b6760	MANUAL	-	-	audio	185	MANUAL: unrecognized leaf shape
005b6820	STATE	-	-	audio	230	STATE: reads live global / derefs arg → needs booted game
005b6910	MANUAL	-	-	audio	296	MANUAL: unrecognized leaf shape
005b6be0	STATE	-	-	audio	611	STATE: reads live global / derefs arg → needs booted game
005b7010	STATE	-	-	audio	43	STATE: reads live global / derefs arg → needs booted game
005b70e0	STATE	-	-	audio	45	STATE: reads live global / derefs arg → needs booted game
005b7110	STATE	-	-	audio	279	STATE: reads live global / derefs arg → needs booted game
005b73e0	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005b7430	MANUAL	-	-	audio	14	MANUAL: unrecognized leaf shape
005b74c0	STATE	-	-	audio	611	STATE: reads live global / derefs arg → needs booted game
005b7880	MANUAL	-	-	audio	52	MANUAL: unrecognized leaf shape
005b7980	STATE	-	-	audio	264	STATE: reads live global / derefs arg → needs booted game
005b7b30	MANUAL	-	-	audio	76	MANUAL: unrecognized leaf shape
005b7e20	MANUAL	-	-	audio	23	MANUAL: unrecognized leaf shape
005b8040	MANUAL	-	-	audio	58	MANUAL: unrecognized leaf shape
005b8080	STATE	-	-	audio	15	STATE: reads live global / derefs arg → needs booted game
005b8090	STATE	-	-	audio	159	STATE: reads live global / derefs arg → needs booted game
005b8130	STATE	-	-	audio	147	STATE: reads live global / derefs arg → needs booted game
005b81d0	MANUAL	-	-	audio	47	MANUAL: unrecognized leaf shape
005b8200	STATE	-	-	third-party-library[d3dx9-fx]	877	STATE: reads live global / derefs arg → needs booted game
005b8570	MANUAL	-	-	audio	39	MANUAL: unrecognized leaf shape
005b8680	STATE	-	-	third-party-library[d3dx9-fx]	604	STATE: reads live global / derefs arg → needs booted game
005b8be0	STATE	-	-	audio	90	STATE: reads live global / derefs arg → needs booted game
005b8c40	STATE	-	-	audio	1676	STATE: reads live global / derefs arg → needs booted game
005b92e0	MANUAL	-	-	audio	63	no-clean-ret (multi-exit/tail)
005b9320	STATE	-	-	audio	118	STATE: reads live global / derefs arg → needs booted game
005b9460	STATE	-	-	audio	190	STATE: reads live global / derefs arg → needs booted game
005b9e30	MANUAL	-	-	audio	39	MANUAL: unrecognized leaf shape
005b9f30	STATE	-	-	audio	610	STATE: reads live global / derefs arg → needs booted game
005ba1d0	STATE	-	-	audio	1351	STATE: reads live global / derefs arg → needs booted game
005ba720	STATE	-	-	audio	50	STATE: reads live global / derefs arg → needs booted game
005ba760	MANUAL	-	-	audio	31	no-clean-ret (multi-exit/tail)
005ba780	STATE	-	-	audio	111	STATE: reads live global / derefs arg → needs booted game
005ba7f0	MANUAL	-	-	audio	526	no-clean-ret (multi-exit/tail)
005baa60	STATE	-	-	audio	404	STATE: reads live global / derefs arg → needs booted game
005bac00	STATE	-	-	audio	294	STATE: reads live global / derefs arg → needs booted game
005bad30	STATE	-	-	audio	459	STATE: reads live global / derefs arg → needs booted game
005bb000	STATE	-	-	audio	883	STATE: reads live global / derefs arg → needs booted game
005bb820	MANUAL	-	-	audio	39	MANUAL: unrecognized leaf shape
005bba60	STATE	-	-	audio	87	STATE: reads live global / derefs arg → needs booted game
005bbac0	STATE	-	-	audio	86	STATE: reads live global / derefs arg → needs booted game
005bbb20	MANUAL	-	-	audio	71	MANUAL: unrecognized leaf shape
005bbb70	MANUAL	-	-	audio	64	MANUAL: unrecognized leaf shape
005bbbb0	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005bbc00	MANUAL	-	-	audio	14	MANUAL: unrecognized leaf shape
005bbc10	STATE	-	-	audio	306	STATE: reads live global / derefs arg → needs booted game
005bbd50	STATE	-	-	audio	96	STATE: reads live global / derefs arg → needs booted game
005bbdb0	STATE	-	-	audio	287	STATE: reads live global / derefs arg → needs booted game
005bbed0	STATE	-	-	audio	89	STATE: reads live global / derefs arg → needs booted game
005bbf30	STATE	-	-	audio	45	STATE: reads live global / derefs arg → needs booted game
005bbf60	STATE	-	-	audio	96	STATE: reads live global / derefs arg → needs booted game
005bc020	STATE	-	-	audio	43	STATE: reads live global / derefs arg → needs booted game
005bc050	STATE	-	-	audio	160	STATE: reads live global / derefs arg → needs booted game
005bc0f0	STATE	-	-	audio	160	STATE: reads live global / derefs arg → needs booted game
005bc190	STATE	-	-	audio	611	STATE: reads live global / derefs arg → needs booted game
005bc470	STATE	-	-	audio	458	STATE: reads live global / derefs arg → needs booted game
005bc640	STATE	-	-	audio	74	STATE: reads live global / derefs arg → needs booted game
005bc690	STATE	-	-	audio	186	STATE: reads live global / derefs arg → needs booted game
005bc750	STATE	-	-	audio	171	STATE: reads live global / derefs arg → needs booted game
005bc800	MANUAL	-	-	audio	68	MANUAL: unrecognized leaf shape
005bc850	MANUAL	-	-	audio	14	MANUAL: unrecognized leaf shape
005bc860	MANUAL	-	-	audio	28	MANUAL: unrecognized leaf shape
005bc880	MANUAL	-	-	audio	12	MANUAL: unrecognized leaf shape
005bc890	MANUAL	-	-	audio	102	MANUAL: unrecognized leaf shape
005bc900	MANUAL	-	-	audio	28	MANUAL: unrecognized leaf shape
005bc920	MANUAL	-	-	audio	387	MANUAL: unrecognized leaf shape
005bcab0	STATE	-	-	audio	198	STATE: reads live global / derefs arg → needs booted game
005bcbb0	MANUAL	-	-	audio	42	MANUAL: unrecognized leaf shape
005bcbe0	STATE	-	-	audio	144	STATE: reads live global / derefs arg → needs booted game
005bcc70	MANUAL	-	-	audio	44	no-clean-ret (multi-exit/tail)
005bcca0	STATE	-	-	audio	107	STATE: reads live global / derefs arg → needs booted game
005bcd10	STATE	-	-	audio	100	STATE: reads live global / derefs arg → needs booted game
005bcd80	STATE	-	-	audio	28	STATE: reads live global / derefs arg → needs booted game
005bcda0	STATE	-	-	audio	126	STATE: reads live global / derefs arg → needs booted game
005bce80	STATE	-	-	audio	95	STATE: reads live global / derefs arg → needs booted game
005bd500	STATE	-	-	audio	261	STATE: reads live global / derefs arg → needs booted game
005bd610	STATE	-	-	audio	43	STATE: reads live global / derefs arg → needs booted game
